"year","volume","issue","doi","journal","title","abstract"
2018,4,1,"10.1177/2394964318771794","Journal of Creating Value","WAR: What Else Is It Good For? A Comparison of Maximum Difference Scaling, Adaptive Choice-based Conjoint, Constant Sum Scaling and Wallet Allocation Rule Utilities","Abstract Purpose – This research compares the results of Maximum Difference Scaling (MaxDiff), Adaptive Choice-Based Conjoint (ACBC), and constant sum scaling with the results of a Wallet Allocation Rule (WAR) approach for identifying the features of smartphones deemed most valuable by consumers. Design/methodology/approach – The authors examine the responses of 554 recent purchasers and 598 intended purchasers of smartphones about the features of smartphones that they have considered/will consider in their purchase decisions and the relative value they assign to each feature. MaxDiff, ACBC, constant sum scaling and WAR are used for quantifying the importance of these features and correlation analysis is used to compare the results of the four methods. Findings – The authors find that constant sum scaling and WAR provide nearly identical results at both the aggregate and individual levels, while MaxDiff and ACBC produce similar results to WAR at the aggregate level only. Originality/value – This research validates the feasibility of a simple method for estimating the utility of product features by demonstrating the similarity of results to more established and/or complex methods. The availability of a simpler method creates value by allowing more firms to engage in this kind of co-creative research while reducing costs for customers to participate."
2018,4,1,"10.1177/2394964318771799","Journal of Creating Value","The Value of Customer References to Potential Customers in Business Markets","Abstract The literature on referencing takes a firm stance on the value that vendors derive from marketing customer references. What the literature lacks, however, is empirical work that supports our current understanding of the value of customer references to the potential customer. The present exploratory research aims to demonstrate the value of customer references from the perspective of the potential customer. This goal will be achieved by considering a single case study that provides evidence for the value of customer references to potential customers in business markets. Three theoretical propositions emerge as key conceptual contributions: (a) customer references allow buying companies to establish their suppliers’ competence, assess the buying decision risk and forecast return on investment; (b) customer references deliver value by helping potential customers to identify new business needs and (c) potential customers benefit from being exposed to customer references insofar as they are sources of organizational learning. This work concludes by presenting recommendations for practitioners who wish to reap the full benefits of customer references."
2018,4,1,"10.1177/2394964318772146","Journal of Creating Value","Ownership of Co-creation Assets: Driving B2B Value Propositions in the Service Economy","Abstract The benefits of specialization have been driving the rise of the service economy and pushing capability frontiers and economic growth. In service economies, almost any activity, asset, and skill can be bought on competitive markets, making it harder to build competitive advantage on any of those inputs. Against that background, the question emerges what constitutes sustainable value propositions of service providers. Drawing on an emerging stream of research on the non-ownership value of services, we argue that service providers create value by taking on ownership of service assets and thereby transform uncertainty of value creation into economic opportunities. In our view, service providers offer the essential value proposition of transforming their clients’ uncertainty downsides into opportunities related to assets such as vehicles, real estate, equipment and computing platforms. Clients benefit by delegating ownership of assets to the domain of a service provider. In turn, clients can focus their investment on their most promising assets. Service providers create sustainable competitive advantage by assuming ownership and excelling at the management of (a) unique physical assets, (b) unique intangible assets and (c) maintaining an appropriate architecture of social capital through customer relationships and business ecosystems."
2018,4,2,"10.1177/2394964318804689","Journal of Creating Value","Co-creating Value in People’s Interactions with Cognitive Assistants: A Service-System View","Abstract Purpose— The main purpose of this study was to develop a service-system framework in which people interact with cognitive assistants (CAs) for co-creation of value, such as enhanced communication and better task management. Methodology— Qualitative research was undertaken to deeply investigate and explore the value co-created through people’s interactions with CAs. A total of 32 interviews were conducted in three phases. The interview data were analysed using MAXQDA 12. Results— The results of this study indicate that most of the users use Apple’s Siri, Amazon Eco or Google Home as their CAs and that people’s interactions with CAs are influenced by their trust in and relative advantages of using CAs. The results also indicate that a diversity of value, such as enhanced communication, better task management, enhanced information retrieval, enhanced learning and better data-driven decisions, is co-created through interactions between people and CAs. Implications— We developed a service-system framework in which CAs are considered as actors and introduced the concept of ‘autonomous agency’ for controlling and coordinating people’s interactions with CAs. Originality— This is the first study on the value co-creation from people’s interactions with CAs (artificial-intelligence-based systems) by proposing a service-system framework in which CAs are considered as actors."
2018,4,2,"10.1177/2394964318804697","Journal of Creating Value","Solving a Social Issue Using Information and Communication Technology","Abstract In this study, we have introduced an information and communication technology solution which enables the supporters of dementia patients to provide useful information or hints to the concerned parties (family member, etc.) and thus can support them in searching for such patients in case they go missing. Several simulation/onsite testings of the solution were executed with the participation of dementia patients, their family, dementia supporters and general residents of a city. According to the result of the testing, the solution was proved to be effective in searching for missing dementia patients and was highly evaluated by the concerned parties. While still there are some technical tasks need to be solved before taking the service to a commercial level, the feedback from probable users reflects that they think it is worth enough to pay a reasonable fee for using such a service."
2018,4,2,"10.1177/2394964318804705","Journal of Creating Value","Value Transformation in the ‘Let’s Play’ Gaming Subculture","Abstract Let’s play is a globally significant phenomenon in creative online content generation that has evolved from gaming culture. Little is understood about the behaviour and motivations of community participants to generate creative content or the values they associate with their creative work. This research explores the processes let’s play players engage in to transform and extract value from content generation, and the roles of firms in its development. Drawing on Bourdieu’s (1989, Sociological Theory , 7 (1), 14–25) frames of capital, this research identifies four types of values (social, cultural, economic and symbolic) and examines the processes for content creation and sharing. Findings identify a complex interplay between the forms of values together with the paramount aim of creating a symbolic value for delayed economic gain. This has implications for how firms involved in developing partnership propositions (such as platforms, game asset producers and games publishers) develop and extract a future economic value."
2018,4,2,"10.1177/2394964318804709","Journal of Creating Value","Editorial",
2018,4,2,"10.1177/2394964318804710","Journal of Creating Value","News",
2018,4,2,"10.1177/2394964318805324","Journal of Creating Value","List of Reviewers",
2018,4,2,"10.1177/2394964318805616","Journal of Creating Value","Creating Value through Social Media: Fresh Evidence from Cultural Organizations","Abstract The impacts of digital technologies are gaining increasing attention in the service literature, and a growing number of cultural organizations are using online websites and social media to interact with their actual and potential customers. However, the contributions developed by service marketing scholars show little interest in examining the role of underlying technologies in a particular service experience context, namely, the cultural heritage context and the corresponding visiting experience. Therefore, the purpose of this research is to analyse how digital technologies, especially social media, can help cultural organizations stimulate customer engagement. To reach this aim, we conducted a single exploratory case study of a communication project developed by the National Archaeological Museum of Naples (MANN) to attract their actual and potential Italian and foreign visitors. The achieved results allow for us to show how digital communication tools can stimulate customer engagement in a cultural heritage context."
2018,4,2,"10.1177/2394964318805625","Journal of Creating Value","A Systematic Review of Artificial Intelligence and Robots in Value Co-creation: Current Status and Future Research Avenues","Abstract As artificial intelligence (AI) and robots are increasingly taking place in practical service solutions, it is necessary to understand technology in value co-creation. We conducted a systematic literature review on the topic to advance theoretical analysis of AI and robots in value co-creation. By systematically reviewing 61 AI and robotics articles, which have been published in top marketing and service research journals, we identified four themes in literature, namely, generic field advancement, supporting service providers, enabling resource integration between service providers and beneficiaries, and supporting beneficiaries’ well-being. With the identification of the first set of literature on AI and robots in value co-creation, we push forward an important sub-field of value co-creation literature. In addition, to advance the field, we suggest building on actor–network theory and science and technology studies to understand the agency of technology in value co-creation. Considering that technology has agency, it opens new interesting research avenues around shopping bots and human-to-non-human frontline interaction that are likely to influence resource integration, customer engagement and value co-creation in the future. We also encourage our colleagues to conduct postphenomenological research to be better geared for analysing how technology (including AI and robots) mediates the individual experience of value."
2018,4,2,"10.1177/2394964318809152","Journal of Creating Value","Value Creation and Cognitive Technologies: Opportunities and Challenges",
2018,4,2,"10.1177/2394964318809169","Journal of Creating Value","Mimicking Firms: Future of Work and Theory of the Firm in a Digital Age",
2018,4,2,"10.1177/2394964318809172","Journal of Creating Value","Actors, Actor Engagement and Value Creation",
2018,4,2,"10.1177/2394964318809174","Journal of Creating Value","Commentary on ‘Value Creation and Cognitive Technologies: Opportunities and Challenges’",
2018,4,2,"10.1177/2394964318809191","Journal of Creating Value","Situating Humans, Technology and Materiality in Value Cocreation",
2019,5,1,"10.1177/2394964318803244","Journal of Creating Value","Value Creation within AI-enabled Data Platforms","Abstract With digitalization, new type of firms—the so-called business platforms—emerged as a central hub in two-sided markets. As business platforms do not ‘produce’ products or services, they represent a new model of value creation that raises the question about the core nature of a firm in the twenty-first century, when ‘data is the new oil’. At the end of the twentieth century, the concept of ‘value chains, value shops and value networks’ represented the latest development about internal value creation in a firm, but lacked any discussion about information technology (IT) or even ‘data as raw material’. This digital approach to monetarize aggregated data sets as internal core function of a firm needs more clarification, as value creation ‘without production’ is a shift of paradigm. This article starts with the concept of ‘value chains, value shops and value networks’, extends this to current IT and includes business platforms within an integrated framework of internal value creation in a firm. Based on this framework and the current development of leading-edge artificial intelligence (AI), this framework is applied to forecast the development towards ‘AI-enabled data platforms’, which are not covered by traditional economic theories. This article calls for more research to clarify the impact of such data-based business models compared to production-based models."
2019,5,1,"10.1177/2394964318804712","Journal of Creating Value","Consumer Brand Value Co-creation Typology","Abstract Co-creation is said to take place in a variety of domains when two or more actors interact to create value. The topic of brand co-creation has been in the literature for 15 years. During this time, a multitude of concepts, constructs and behaviours about co-creation have been presented in the marketing literature. The result is a fragmented research area with little underlying consensus about how co-creation occurs between consumers and brands. The purpose of this article is to propose a brand co-creation typology, with the goal of consolidating existing work into a unified framework and providing a roadmap for practitioners to use co-creation in a more informed fashion. This typology creates avenues for future research through empirical testing."
2019,5,1,"10.1177/2394964318805839","Journal of Creating Value","Practising Value Innovation through Artificial Intelligence: The IBM Watson Case","Abstract This article focuses on the value innovation prompted by Artificial Intelligence (AI). By shifting the attention from innovation as a new outcome to innovating as something that people do (i.e., a practice) to co-create value, this article addresses how IBM Watson prompts new service provisions and the emergence of new interactions between humans and non-humans. The research allows for detecting how multiple actors connect, interact, learn and discover new ways to do things, serve others better and co-create value through AI. A fresh approach is offered to explore the role of AI to foster networking and knowing practices for value creating and innovating."
2019,5,1,"10.1177/2394964318814923","Journal of Creating Value","Firm Motivations for Shareholder Co-creation","Abstract The present article, from corporate leader’s points of view, explores and provides a framework for the reasons a firm will engage and co-create with shareholders. Although the practice of firms engaging in value creation with shareholders takes place with regular occurrence, little is known about the motivations behind this co-creation. Gaining an understanding into this behaviour can benefit practitioners who wish to develop a value creation relationship with some of their shareholders. Therefore, reason for this undertaking is to develop a conceptual foundation to understand the relationships firms form with their shareholders, where co-creation of value is concerned. Five corporate leader interviews enlighten the research itinerary. The potential reasons for a firm to engage in the co-creation of organizational goals serve as broad themes by which the study is created, analysis is directed and arguments are formatted. The results of the informant interviews provide a cohesive foundation on which to further explore shareholder brand co-creation."
2019,5,1,"10.1177/2394964318815313","Journal of Creating Value","Can Equalizing Educational Endowments Between Men and Women Create More Female Self-employed Value in Nigeria?","Abstract This article empirically investigates if women would be able to create more self-employed value if they had the same educational endowments as men in the unique gender disparity context of Nigeria. The article uses probit and Blinder–Oaxaca multivariate decomposition models to empirically conduct this analysis in a developing country taking advantage of two rounds of survey data. The analysis confirms that women would be able to create more self-employed value, particularly higher education self-employed value, if they had the same educational endowments as men. The article also highlights why gender parity does not exist in Nigeria and emphasizes the benefits of gender parity in this context."
2019,5,1,"10.1177/2394964318817409","Journal of Creating Value","The Critical Aspects of Value Migration from Volatile Business Models in the Digital Economy","Abstract Value is interdisciplinary and, in a broader context, is responsible for forming and bonding the expected configuration of the business model. A business model may allow for capturing value or losing it through inconsistency. It can capture value from customers and other stakeholders, such as investors. If a business model is consistent, then stakeholders believe in it and it attracts value. In practice, many business models are volatile, that is, unstable and highly susceptible to many factors, which make them incapable of ensuring success. This issue is an important area of scientific exploration, inasmuch as the issue of the volatility of business models and the associated negative consequences, in particular the migration of value, have been discussed to a limited extent. The article discusses the volatility of business models and its impact on value migration. Research into the volatility of companies operating in the digital economy listed on the alternative market of the Warsaw Stock Exchange has been presented. Key factors responsible for the volatility of business models of the companies surveyed have been shown in the context of value migration."
2019,5,1,"10.1177/2394964319841255","Journal of Creating Value","List of Reviewers",
2019,5,1,"10.1177/2394964319841944","Journal of Creating Value","Critically Exploring Value Destruction to Create More Value","Abstract The purpose of this article is fourfold. The first is to get practitioners and academics understand the value of a value destruction focus. How can it improve value creation? This is a brand new area that has not hitherto received much attention. The second is to get practitioners to use this thinking more actively in building their strategy, operational thinking, compliance thought process and regulatory and political (environmental and external) thinking. The third is to open up a new area of research for academics who work on various subjects where value creation is a goal or is important. Perhaps they can analyse past failures and come up with recipes for greater value creation and a process for analysis before committing to a path of action or they can find better processes for looking at, designing, developing or monitoring strategy, new products and services, new technologies and new operational thinking. What new tools can be developed to analyse or mitigate value destruction or simply foresee these? This should also open a debate and papers in Journal of Creating Value and perhaps lead to a special issue. What techniques can be used to change managerial mind-sets. Finally and fourth, the aim is to get away from reactive and ‘after-the-fact’ analysis to proactive value creation and reduce value destruction and learn from value destruction potential."
2019,5,1,"10.1177/2394964319841966","Journal of Creating Value","Editorial",
2019,5,1,"10.1177/2394964319842392","Journal of Creating Value","News",
2019,5,2,"10.1177/2394964319851951","Journal of Creating Value","Creating Value Through Information and Knowledge Flow: Lessons from the Public Sector Applied to the Private Sector","Abstract Information sharing can be an enabler for generating value. An organization’s ability to disseminate accurate, complete and timely information has been related to higher levels of organizational efficiencies, in turn generating value for customers. An assumption underlying this conceptual article is that organizations capable of sharing information efficiently and effectively have created certain social–technical conditions that make the interaction of stakeholders more fluid and productive, reducing cycling time of the decision-making process. This article will propose how such an information sharing infrastructure may be conceptualized as a boundary object, providing common mechanisms and meanings for all actors involved in moving data and transforming it into knowledge. With these conditions set, we identify that an enabler of value—the human capability to transform data into information and knowledge—can be created, and organizational benefits can be realized in the form of efficient and accurate decision-making."
2019,5,2,"10.1177/2394964319853164","Journal of Creating Value","Shifts in Organizational Culture When Implementing Agility","Abstract The present article is premised on the argument that a combination of drive from the top and other business pressures is demanding that organizations take an Agile approach to the planning, delivery and continual adaptation of their business models. Notions of culture change, the role and purpose of business, flexibility, resilience, the nature of leadership, the employment relationship and talent are themselves embedded in this macro context and in need of revision. The range of working practices and related values associated with Agile, and the changing expectations of workers and customers, suggests that new approaches to leadership and change management are needed. Attempts to scale up Agile to an enterprise level generally meet with little success typically due to cultural barriers, with conventional leadership approaches, linear thinking and mechanistic change management being particular stumbling blocks. It is often assumed that, as people engage and start using agile methodologies, they will feel committed to sustain the benefits of agility, including innovation. However, tackling only one aspect of cultural change is unlikely to produce lasting value. The article suggests various ways in which organizational cultures, leadership behaviours and change management practices may need to shift to deliver sustainable value through a better balance of organizational and employee needs. The role of senior leaders in committing to, and enabling these shifts, is pivotal."
2019,5,2,"10.1177/2394964319860729","Journal of Creating Value","The Value of Agile Ways of Working in a Non-Profit Network Organization","Abstract Agile ways of working have been applied to single organizations and corporations. But cases on agility for non-profit associations dealing with a multitude of members, geographies and their own boards are scarce. Can agility also be applied in a non-profit networked organizational setting in a way that creates value, rather than destroying it? The focus of this article will be on the outcomes of piloting agility with a virtual long-distance team across Europe, including benefits and pitfalls. Value should be created through virtual teams of the association: both for the benefit of members and the association itself. If there is no or little value created there, the members will be unlikely to participate in these groups, undermining the added value of the association. Currently, these teams do not all create value for the membership, and sometimes even destroy value by costing the membership time and money and not delivering relevant output. In this pilot study, one virtual group was followed, interviews with the group members have been held and the members of the association were surveyed about the existing situation in the focal organization. We found that an agile way of working is beneficial for a virtual team and implementing this in an ailing virtual team can give it new élan. This way, the teams can deliver value to the membership, and thus to the association, instead of the groups not functioning well leading to value destruction for the association, as members might turn away from the association for their sought added value. Further, the network organization itself partially shows traits of organizational agility, which could be improved to fully support virtual teams."
2019,5,2,"10.1177/2394964319867778","Journal of Creating Value","From Strategic Planning to Strategic Agility Patterns","Abstract In the past, linear extrapolations of strategic plans offered promising guides to the future. Managers tried to categorize well-known problems into boxes with strategy labels, the top of a firm’s agenda was steering clear of potential potholes, and there was a choice between clear-cut future options. These strategies no longer work today, and just repeating what we have been done before is not a convincing recipe. The world has become different with multiple and often fuzzy options. In this article, we suggest that companies in different industries have to become more agile. Naturally, agility is not easy to implement as managers fear chaos and confusion. Thus, we introduce agility patterns with different degrees of change. For instance, high-reliability organizations, such as transportation or nuclear energy, are supposed to engage more in gradual change and stick closer to planning. However, we argue that even these companies have to become agile, albeit on a different level. In contrast, companies that exhibit lower system relevance, such as advertising or arts, may strive for agility that involves transformational elements; they can engage in experimentation and play and are more likely to accept inherent chaos in their change strategy. We use the notion of agility patterns for these different degrees of change and show how they help to mitigate the risks that come from either inertia (as a result of linear planning) or experiential chaos (as a result of full agile transformation). Depending on the industry and the degree of change, we distinguish between resilient, versatile and transformational agility patterns. We illustrate each category with examples and highlight how agility patterns can be applied to create value."
2019,5,2,"10.1177/2394964319868321","Journal of Creating Value","Leadership Agility for Organizational Agility","Abstract Organizational agility has become an imperative for companies around the globe, who want to be competitive and add value in today’s business environment of hyper change and complexity. Yet, executives and academics alike agree that the current level of agility in the vast majority of companies is not nearly what it needs to be. To develop a level of organizational agility suited to turbulent environmental conditions, executives need to place an emphasis on three areas: strategic agility, operational agility (including culture as well as structures and systems), and leadership agility. This article highlights the central role that leadership agility plays in creating agile organizations, and it presents a framework for understanding and developing leadership agility."
2019,5,2,"10.1177/2394964319868366","Journal of Creating Value","Making Products That Matter: How Value-driven Development Accelerates Your Teams","Abstract An increasing number of businesses are seeking new Agile ways to deliver valuable products to their customers. However, many companies that adopt Agile principles soon experience early indicators of struggle, such as starting development before the value to the end user is fully understood or delivering products that are not done. These problems limit the ability of organizations to create value for both their end users and the company. The purpose of this article is to share our experience as practitioners on a range of Agile development practices from a value-driven perspective. Common blind spots are highlighted and the value-driven principles that enable development teams to sustainably create value are explained. Our experimentation with various improvement approaches has provided insight into value-driven principles and the framework that interconnects these principles. This article describes the value-driven framework (VDF) as a methodology developed by practitioners for businesses that struggle to enable their workforce to increase the value of their products. The VDF provides an approach to overcome these struggles in a four-step process: (1) explore to find opportunity, (2) discover the most valuable next step, (3) experiment to try-out and learn, and (4) value will emerge as a sustainable user benefit."
2019,5,2,"10.1177/2394964319869054","Journal of Creating Value","Co-creating Value from Social Media: A Framework","Abstract Co-created value occurs when both the customer and provider benefit simultaneously from an interaction. To deliver on these opportunities, marketing has become a means by which organizations across the product-service spectrum directly interact with customers outside of traditional value-creating activities. Via social media, organizations influence customers while supporting value co-creation for the brand and users simultaneously. While this offers a wide range of opportunities to interact with customers, continued saturation of social networks has magnified the importance of engaging in organic dialogue. To that end, the aim of this article is to establish a framework usable across industries, platforms and content types. The social media value creation framework includes six vertical categories, including respond, transact, educate, awareness, stimulate and entertain. Definitions and examples of each vertical, along with theoretical and practical applications, are included."
2019,5,2,"10.1177/2394964319875601","Journal of Creating Value","ING’s Agile Transformation—Teaching an Elephant to Race","Abstract The present article is a practitioner case study of an ongoing event for the period from 2010 to 2018. It examines a key period during which ING Bank has attempted to transform itself from a traditional bank to a ‘platform bank’ with the help of both benchmarked and ad hoc agile methods and mindset. The research is extensively based on a review of the agile methods and creating value literature, semi-structured interviews of the key ING Group and ING Netherlands stakeholders, a documentary review of existing literature on ING’s transformation, ING public information (annual reports, special reports, marketing materials) as well as ING internal documents (presentations, internal documents, training materials, etc.). To ensure multi-layered coverage of the full story, interviewees were chosen to capture the points of view of key participants in the transformation journey and who represent the full range of major internal stakeholders, namely representatives from IT, Business, HR and Corporate. The aim of this case study is to gain a more granular understanding of the key factors, people, processes and insights that helped drive ING’s profound transformation of its operations, management, strategy and vision and how this ongoing ‘agile transformation’ is value accretive (or not) for ING and its stakeholders. The article identifies the three stages of a successful agile transformation as well as the underlying paradox for an organization to remain agile over time and at scale."
2019,5,2,"10.1177/2394964319879518","Journal of Creating Value","List of Reviewers",
2019,5,2,"10.1177/2394964319880378","Journal of Creating Value","Organizational Agility and Value Creation",
2019,5,2,"10.1177/2394964319881270","Journal of Creating Value","Editorial",
2019,5,2,"10.1177/2394964319881288","Journal of Creating Value","News",
2019,5,2,"10.1177/2394964319885520","Journal of Creating Value","Application of Organizational Agility to Enhance the Predictability of Costs and Increase the Probability of Creating Value","Abstract In order to create any value, an organization needs to incur costs. This article builds on the original concept of the ‘Cone of Uncertainty’ for costs. However, the focus of an organization should mainly be on value. To visualize value, the concept of a ‘Double Cone of Uncertainty’ is introduced. Organizations often focus on reducing costs instead of enhancing the creation of value because costs are easier to measure and in control of the organization. Value is harder to measure, and here the customer is in charge. In addition, value creation lies further in the future. The article shows, with IT development as an example, how organizational agility and emergent product development can enhance the predictability of costs by time-boxing with stable, multidisciplinary teams. Although organizational agility cannot enhance the predictability of value, it can enhance the probability of value with emergent product development and quick and frequent feedback from customers. This evolutionary process of trial and error is essential in complicated and complex fast-changing environments."
2019,5,2,"10.1177/2394964319885669","Journal of Creating Value","Creating Value Events",
2019,5,2,"10.1177/2394964319890508","Journal of Creating Value","Interview with Michael J. Lanning on Value Proposition (& Value Delivery)",
